latitude,longitude,area
14.732970398435263,-17.465968136413405,104.18101948454273
14.752126377543403,-17.432751518645976,1427.992469671365
14.74981945425827,-17.42147593124354,219.5769312107659
14.750131682661424,-17.421490777209755,110.64998723464204
14.75715067903419,-17.42419745547838,193.48595351525154
14.757451961499289,-17.424019768670206,407.4295288823086
14.758002323826075,-17.423679330589067,248.5033406345926
14.75853748424517,-17.42324319511428,1148.8348675731545
14.75915926989398,-17.422636995403707,302.6010150982664
14.760186153041985,-17.420379679005457,503.57514864009715
14.760299837343677,-17.420075571909543,132.4406546784875
14.760254696913263,-17.419770502361,381.22852238989594
14.760581538584795,-17.419336809604594,1010.7488908523095
14.761580767319993,-17.41476814697983,3269.479587120843
14.76228414888253,-17.413881316497914,2388.8819794864708
14.765877665807093,-17.409412537352505,91.2889839483658
14.766226194982256,-17.408338152879413,571.1759217684328
14.766962264217753,-17.407070295655167,427.75170268840606
14.767621438468897,-17.406723209594645,298.6767183894439
14.76877689740172,-17.405863936562085,418.6796528077676
14.769231767479948,-17.405181238014432,150.24227280011172
14.746532481730487,-17.383135106922296,401.6717437281046
14.752505238107464,-17.377573522071593,172.88901476687198
14.77213767263189,-17.382579205748254,81.90620157574017
14.773370188877553,-17.373670235218157,226.00537045523456
14.77513654623149,-17.373241690842967,105.4927778024892
14.76855670983924,-17.35720646437089,760.4540007666807
14.768225099315188,-17.356790293497802,329.3370164543044
14.769982007858486,-17.355904821250164,173.6173352477446
14.76926490668003,-17.3515586173479,180.5997399651117
14.769178311733567,-17.35180372019309,162.7413655440624
14.766728989724141,-17.356764019708947,770.7164079182534
14.776684274658185,-17.349194479929903,818.1238918082128
14.777358111746812,-17.349178746236653,406.038465334086
14.77729924492603,-17.349505525029876,391.0683496837695
14.778974500283928,-17.34789379375977,230.41660537119276
14.779943842402215,-17.34705145713777,131.21778714372036
14.780609795789902,-17.34608459852832,259.4351543429554
14.78134707419892,-17.345912104162288,525.4230369385905
14.781272559111517,-17.347112203768766,135.2439882707325
14.781144080432309,-17.347321010530155,169.88316820724478
14.78345857044557,-17.34449915081777,73.97520673962299
14.783332412143753,-17.344353803652126,212.12511088877622
14.783932740585467,-17.329259050144035,848.8366544881582
14.796075825315583,-17.32195205667206,35341.68041542361
14.806298001431632,-17.314180236773627,10167.293705586822
14.80649258935392,-17.314905313415395,1865.4058900658263
14.80468560741842,-17.310809058573597,44472.25550076266
14.804867792743424,-17.314135096711528,6567.431929569947
14.800246440474764,-17.31831500291227,3011.696673358658
14.800466024170472,-17.31168139189034,2245.7505083761425
14.801648399346249,-17.315535101792566,2547.7524374326226
14.789497709944843,-17.218905218318092,963.1222347016559
14.78988793145839,-17.220139374790044,686.5241218906367
14.789416017531108,-17.215408845347326,1486.6911342085943
14.788927479951184,-17.256361385461084,188.33026654687973
14.789196224149478,-17.25641616101494,165.37589202905357
14.761245124156002,-17.279361654225273,207.38283947403204
14.79852223962479,-17.256542831521696,34.3105678252198
14.769125900351442,-17.243426291015382,2013.9287948622878
14.753934605679966,-17.420371197973473,493.86652429096614
14.759722596258454,-17.27817840520786,235.8737400890389
14.753452742634884,-17.312402454472014,585.8054882318118
14.782033148902242,-17.327354474980595,524.422145573409
14.765446038663127,-17.341347514518905,508.21886452922666
14.76260935717981,-17.357453748025748,371.6648300692316
14.760349434997126,-17.361914811346836,412.7331907862888
14.758952935085038,-17.362435009456686,141.94397755550136
14.78444197339035,-17.364997844898816,163.05730079040615
14.785033188915294,-17.36420301853609,120.33986784744022
14.786389812777024,-17.36344883677156,48.511212085276796
14.787574993209983,-17.36290824543893,249.0198564559455
14.78801912303555,-17.362670605742583,97.40686065838993
14.780164909192985,-17.348601056026027,242.84466579381302
14.779611035176599,-17.352960866129646,361.07663565616724
14.779010441647973,-17.353294559058437,690.2256734799448
14.778742868242677,-17.354496018228346,320.3759215274209
14.777500595543543,-17.35496883721571,481.341655753368
14.778341894487932,-17.354204462253772,195.17551741280445
14.738640568262387,-17.504447737753818,340.2519145866902
14.73855193184701,-17.5052550811717,252.94762554382598
14.722809009548127,-17.44089868184531,404.2499978739451
14.775267871382237,-17.356380493574285,44.85887936747078
14.77831858648006,-17.35356723280726,93.04419132519628
